ObservationDate,Confirmed,Deaths,Recovered
2020-01-22,1.2064382060268876e-08,0.0,0.0
2020-01-23,1.2064382060268876e-08,0.0,0.0
2020-01-24,2.4128764120537753e-08,0.0,0.0
2020-01-25,2.4128764120537753e-08,0.0,0.0
2020-01-26,6.032191030134438e-08,0.0,0.0
2020-01-27,6.032191030134438e-08,0.0,0.0
2020-01-28,6.032191030134438e-08,0.0,0.0
2020-01-29,6.032191030134438e-08,0.0,0.0
2020-01-30,6.032191030134438e-08,0.0,0.0
2020-01-31,7.238629236161327e-08,0.0,0.0
2020-02-01,9.651505648215101e-08,0.0,0.0
2020-02-02,9.651505648215101e-08,0.0,0.0
2020-02-03,1.3270820266295764e-07,0.0,0.0
2020-02-04,1.3270820266295764e-07,0.0,0.0
2020-02-05,1.4477258472322653e-07,0.0,0.0
2020-02-06,1.4477258472322653e-07,0.0,0.0
2020-02-07,1.4477258472322653e-07,0.0,0.0
2020-02-08,1.4477258472322653e-07,0.0,0.0
2020-02-09,1.4477258472322653e-07,0.0,9.719098054363588e-08
2020-02-10,1.4477258472322653e-07,0.0,9.719098054363588e-08
2020-02-11,1.568369667834954e-07,0.0,9.719098054363588e-08
2020-02-12,1.568369667834954e-07,0.0,9.719098054363588e-08
2020-02-13,1.8096573090403316e-07,0.0,9.719098054363588e-08
2020-02-14,1.8096573090403316e-07,0.0,9.719098054363588e-08
2020-02-15,1.8096573090403316e-07,0.0,9.719098054363588e-08
2020-02-16,1.8096573090403316e-07,0.0,9.719098054363588e-08
2020-02-17,1.8096573090403316e-07,0.0,9.719098054363588e-08
2020-02-18,1.8096573090403316e-07,0.0,9.719098054363588e-08
2020-02-19,1.8096573090403316e-07,0.0,9.719098054363588e-08
2020-02-20,1.8096573090403316e-07,0.0,9.719098054363588e-08
2020-02-21,4.222533721094107e-07,0.0,1.6198496757272645e-07
2020-02-22,4.222533721094107e-07,0.0,1.6198496757272645e-07
2020-02-23,4.222533721094107e-07,0.0,1.6198496757272645e-07
2020-02-24,6.394122491942504e-07,0.0,1.6198496757272645e-07
2020-02-25,6.394122491942504e-07,0.0,1.9438196108727175e-07
2020-02-26,7.117985415558637e-07,0.0,1.9438196108727175e-07
2020-02-27,7.238629236161327e-07,0.0,1.9438196108727175e-07
2020-02-28,7.479916877366704e-07,0.0,2.2677895460181706e-07
2020-02-29,8.445067442188214e-07,4.112996012428714e-07,2.2677895460181706e-07
2020-03-01,9.168930365804346e-07,4.112996012428714e-07,2.2677895460181706e-07
2020-03-02,1.2185025880871566e-06,2.4677976074572286e-06,2.2677895460181706e-07
2020-03-03,1.471854611352803e-06,2.8790972087001e-06,2.5917594811636236e-07
2020-03-04,1.8458504552211382e-06,4.5242956136715854e-06,2.5917594811636236e-07
2020-03-05,2.666228435319422e-06,4.935595214914457e-06,2.5917594811636236e-07
