date,total_vaccinations,people_vaccinated,people_fully_vaccinated
2021-03-26,0.13092023960677007,0.1317726828170725,0.12756074064632233
2021-03-27,0.13426884666447159,0.13493387739108997,0.13135021252120857
2021-03-28,0.13741239165247257,0.13776391593152593,0.1351533009560667
2021-03-29,0.13966342225504022,0.13980114129670562,0.13782701650374482
2021-03-30,0.14137746266005408,0.1413141037121114,0.1399469220905192
2021-03-31,0.14393576693197796,0.1435935789779844,0.143047335256647
2021-04-01,0.14715225616789274,0.14649510584740075,0.14693104902486698
2021-04-02,0.15095967369465366,0.14979011500259806,0.15189559492299895
2021-04-03,0.1548694828924843,0.15333417168089566,0.1568030078521069
2021-04-04,0.15809287997434626,0.1562789929311186,0.160885330071152
2021-04-05,0.16013692902256585,0.1581924853836754,0.16344080316326812
2021-04-06,0.16148198585932722,0.15934867855968549,0.16507780549273998
2021-04-07,0.16424491351633658,0.16184187578234488,0.1687599926016299
2021-04-08,0.16750445610326084,0.16485942717828236,0.17342416211158626
2021-04-09,0.17129559632358435,0.1683751045187041,0.1786615736028141
2021-04-10,0.17573026484418772,0.1723578050027309,0.18518480958333067
2021-04-11,0.17915873070053692,0.17544766721053315,0.19026219636975605
2021-04-12,0.18169209987074933,0.17781004404283487,0.1940217945913296
2021-04-13,0.1841735759076108,0.179939141776135,0.1973125016716625
2021-04-14,0.18657681570420429,0.18232545300750488,0.2008724252746717
2021-04-15,0.18995335011413572,0.18512907940079185,0.20563229578221426
2021-04-16,0.1937519786233687,0.1879544008032544,0.21116360544830287
2021-04-17,0.19718960896530066,0.19053085124423766,0.21603951010820305
2021-04-18,0.20057543142045534,0.19311066224140652,0.2207344648841828
