ObservationDate,Confirmed,Deaths,Recovered
2020-03-21,25514.0,307.0,171.0
2020-03-22,33918.0,436.0,0.0
2020-03-23,43754.0,578.0,0.0
2020-03-24,53876.0,718.0,348.0
2020-03-25,65961.0,957.0,361.0
2020-03-26,83973.0,1225.0,681.0
2020-03-27,101867.0,1603.0,869.0
2020-03-28,121692.0,2048.0,1072.0
2020-03-29,141098.0,2505.0,2665.0
2020-03-30,162133.0,3020.0,5644.0
2020-03-31,188417.0,3906.0,7024.0
2020-04-01,213623.0,4879.0,8474.0
2020-04-02,243839.0,6058.0,9001.0
2020-04-03,275957.0,7249.0,9707.0
2020-04-04,309184.0,8582.0,14652.0
2020-04-05,337427.0,9813.0,17448.0
2020-04-06,367075.0,11096.0,19581.0
2020-04-07,396603.0,13042.0,21763.0
2020-04-08,429608.0,15018.0,23559.0
2020-04-09,461940.0,16769.0,25410.0
2020-04-10,496990.0,18868.0,28790.0
2020-04-11,526762.0,20744.0,31270.0
2020-04-12,555613.0,22365.0,32988.0
2020-04-13,580886.0,23938.0,43482.0
2020-04-14,607980.0,26224.0,47763.0
2020-04-15,636837.0,28723.0,52096.0
2020-04-16,668131.0,33284.0,54703.0
2020-04-17,700179.0,37160.0,58545.0
2020-04-18,732660.0,39052.0,64840.0
2020-04-19,759492.0,41088.0,70337.0
2020-04-20,784829.0,42580.0,72329.0
2020-04-21,812572.0,44899.0,75204.0
2020-04-22,841061.0,47096.0,77366.0
2020-04-23,869856.0,50418.0,80203.0
2020-04-24,906056.0,52441.0,99079.0
2020-04-25,939017.0,54254.0,100372.0
2020-04-26,966323.0,55445.0,106988.0
2020-04-27,988903.0,56868.0,111424.0
2020-04-28,1013417.0,58946.0,115936.0
2020-04-29,1040925.0,61454.0,120720.0
2020-04-30,1070403.0,63354.0,153947.0
2020-05-01,1104625.0,65320.0,164015.0
2020-05-02,1133512.0,66899.0,175382.0
2020-05-03,1158771.0,68276.0,180152.0
2020-05-04,1181206.0,69555.0,187180.0
2020-05-05,1205360.0,71627.0,189791.0
2020-05-06,1229732.0,73834.0,189910.0
2020-05-07,1258109.0,76064.0,195036.0
2020-05-08,1285120.0,77593.0,198993.0
2020-05-09,1311000.0,79195.0,212534.0
2020-05-10,1330613.0,79999.0,216169.0
2020-05-11,1348936.0,81189.0,232733.0
2020-05-12,1371192.0,82857.0,230287.0
2020-05-13,1391915.0,84557.0,243430.0
2020-05-14,1418928.0,86352.0,246414.0
2020-05-15,1444045.0,87977.0,250747.0
2020-05-16,1469104.0,89186.0,268376.0
2020-05-17,1488175.0,90049.0,272265.0
2020-05-18,1509869.0,90888.0,283178.0
2020-05-19,1530275.0,92366.0,289392.0
2020-05-20,1553355.0,93866.0,294312.0
2020-05-21,1578826.0,95088.0,298418.0
2020-05-22,1602740.0,96337.0,350135.0
2020-05-23,1624092.0,97423.0,361239.0
2020-05-24,1644549.0,98068.0,366736.0
2020-05-25,1663578.0,98602.0,379157.0
2020-05-26,1682487.0,99297.0,384902.0
2020-05-27,1700960.0,100757.0,391508.0
2020-05-28,1723592.0,101873.0,399991.0
2020-05-29,1748015.0,103044.0,406446.0
2020-05-30,1772237.0,104016.0,416461.0
2020-05-31,1791798.0,104649.0,444758.0
2020-06-01,1812614.0,105414.0,458231.0
2020-06-02,1833865.0,106365.0,463868.0
2020-06-03,1853777.0,107366.0,479258.0
2020-06-04,1875139.0,108396.0,485002.0
2020-06-05,1905398.0,109528.0,491706.0
2020-06-06,1928171.0,110231.0,500849.0
2020-06-07,1946405.0,110693.0,506367.0
2020-06-08,1964117.0,111160.0,518522.0
2020-06-09,1982364.0,112110.0,524860.0
2020-06-10,2003965.0,113018.0,533504.0
2020-06-11,2026722.0,113879.0,540292.0
2020-06-12,2052494.0,114728.0,547386.0
2020-06-13,2078270.0,115468.0,556606.0
2020-06-14,2097484.0,115796.0,561816.0
2020-06-15,2117372.0,116187.0,576334.0
2020-06-16,2141131.0,117002.0,583503.0
2020-06-17,2168046.0,117752.0,592191.0
2020-06-18,2196160.0,118446.0,599115.0
2020-06-19,2228210.0,119101.0,606715.0
2020-06-20,2260788.0,119661.0,617460.0
2020-06-21,2286056.0,119943.0,622133.0
2020-06-22,2318673.0,120383.0,640198.0
2020-06-23,2354882.0,121112.0,647548.0
2020-06-24,2390986.0,121843.0,656161.0
2020-06-25,2431544.0,124264.0,663562.0
2020-06-26,2477487.0,124902.0,670809.0
2020-06-27,2519167.0,125405.0,679308.0
2020-06-28,2560064.0,125709.0,685164.0
2020-06-29,2601647.0,126051.0,705203.0
2020-06-30,2646850.0,127263.0,720631.0
2020-07-01,2698300.0,127916.0,729994.0
2020-07-02,2753430.0,128611.0,781970.0
2020-07-03,2806558.0,129288.0,790404.0
2020-07-04,2851803.0,129578.0,894325.0
2020-07-05,2901699.0,129885.0,906763.0
2020-07-06,2948016.0,130241.0,924148.0
2020-07-07,3008722.0,131383.0,936476.0
2020-07-08,3068391.0,132163.0,953420.0
2020-07-09,3130729.0,133169.0,969111.0
2020-07-10,3198882.0,133974.0,983185.0
2020-07-11,3258934.0,134693.0,995576.0
2020-07-12,3317569.0,135131.0,1006326.0
2020-07-13,3376249.0,135563.0,1031939.0
2020-07-14,3444784.0,136469.0,1049098.0
2020-07-15,3512850.0,137419.0,1075882.0
2020-07-16,3588545.0,138375.0,1090645.0
2020-07-17,3660688.0,139273.0,1107204.0
2020-07-18,3724227.0,140121.0,1122720.0
2020-07-19,3785398.0,140563.0,1131121.0
2020-07-20,3846923.0,140983.0,1160087.0
2020-07-21,3911923.0,142056.0,1182018.0
2020-07-22,3982210.0,143255.0,1210849.0
2020-07-23,4050372.0,144350.0,1233269.0
2020-07-24,4124638.0,145560.0,1261624.0
2020-07-25,4188875.0,146512.0,1279414.0
2020-07-26,4245022.0,147044.0,1297863.0
2020-07-27,4301773.0,148167.0,1325804.0
2020-07-28,4368551.0,149429.0,1355363.0
2020-07-29,4440103.0,150811.0,1389425.0
2020-07-30,4508045.0,152171.0,1414155.0
2020-07-31,4576721.0,153438.0,1438160.0
2020-08-01,4633947.0,154555.0,1461885.0
2020-08-02,4679895.0,155000.0,1468689.0
2020-08-03,4726218.0,155587.0,1513446.0
2020-08-04,4785430.0,156894.0,1528979.0
2020-08-05,4839248.0,158345.0,1577851.0
2020-08-06,4898750.0,160191.0,1598624.0
2020-08-07,4958355.0,161435.0,1623870.0
2020-08-08,5013349.0,162505.0,1643118.0
2020-08-09,5060190.0,163028.0,1656864.0
2020-08-10,5107854.0,163657.0,1670755.0
2020-08-11,5156131.0,164676.0,1714960.0
2020-08-12,5211715.0,166173.0,1753760.0
2020-08-13,5262939.0,167248.0,1774648.0
2020-08-14,5328285.0,168585.0,1796326.0
2020-08-15,5375962.0,169586.0,1818527.0
2020-08-16,5415914.0,170199.0,1833067.0
2020-08-17,5451980.0,170686.0,1865580.0
2020-08-18,5497136.0,171907.0,1898159.0
2020-08-19,5543845.0,173265.0,1925049.0
2020-08-20,5587827.0,174367.0,1947035.0
2020-08-21,5637363.0,175462.0,1965056.0
2020-08-22,5681002.0,176380.0,1985484.0
2020-08-23,5715524.0,176920.0,1997761.0
2020-08-24,5752446.0,177394.0,2020774.0
2020-08-25,5792665.0,178631.0,2053699.0
2020-08-26,5836236.0,179790.0,2084465.0
2020-08-27,5881875.0,180917.0,2101326.0
2020-08-28,5928997.0,181894.0,2118367.0
2020-08-29,5973097.0,182795.0,2140614.0
2020-08-30,6007496.0,183242.0,2153939.0
2020-08-31,6045000.0,183738.0,2184825.0
2020-09-01,6087700.0,184768.0,2202663.0
2020-09-02,6127818.0,185851.0,2231757.0
2020-09-03,6164696.0,186886.0,2266957.0
2020-09-04,6215489.0,187842.0,2283454.0
2020-09-05,6259090.0,188618.0,2302187.0
2020-09-06,6290524.0,189081.0,2315995.0
2020-09-07,6314709.0,189367.0,2333551.0
2020-09-08,6341787.0,189814.0,2359111.0
2020-09-09,6376499.0,190997.0,2387479.0
2020-09-10,6411817.0,191909.0,2403511.0
2020-09-11,6459319.0,193078.0,2417878.0
2020-09-12,6500998.0,193785.0,2434658.0
2020-09-13,6535200.0,194214.0,2451406.0
2020-09-14,6569921.0,194641.0,2474570.0
2020-09-15,6609359.0,195845.0,2495127.0
2020-09-16,6647804.0,196806.0,2525573.0
2020-09-17,6693139.0,197664.0,2540334.0
2020-09-18,6742611.0,198563.0,2556465.0
2020-09-19,6785510.0,199293.0,2577446.0
2020-09-20,6824974.0,199548.0,2590671.0
2020-09-21,6876947.0,199973.0,2615949.0
2020-09-22,6917194.0,201008.0,2646959.0
2020-09-23,6954983.0,202059.0,2670256.0
2020-09-24,7002522.0,202951.0,2710183.0
2020-09-25,7055591.0,203895.0,2727335.0
2020-09-26,7100954.0,204661.0,2750459.0
2020-09-27,7139320.0,204963.0,2766280.0
2020-09-28,7172737.0,205314.0,2794608.0
2020-09-29,7216874.0,206153.0,2813305.0
2020-09-30,7257599.0,207126.0,2840688.0
2020-10-01,7303372.0,208007.0,2860650.0
2020-10-02,7358666.0,208853.0,2873369.0
2020-10-03,7407533.0,209546.0,2897322.0
2020-10-04,7443363.0,209922.0,2911699.0
2020-10-05,7483088.0,210395.0,2935142.0
2020-10-06,7528526.0,211086.0,2952390.0
2020-10-07,7578497.0,212004.0,2999895.0
2020-10-08,7637251.0,212985.0,3021252.0
2020-10-09,7693895.0,213945.0,3039089.0
2020-10-10,7749069.0,214597.0,3062983.0
2020-10-11,7795104.0,215047.0,3075077.0
2020-10-12,7837276.0,215430.0,3106728.0
2020-10-13,7889687.0,216234.0,3124593.0
2020-10-14,7949352.0,217228.0,3155794.0
2020-10-15,8014474.0,218065.0,3177397.0
2020-10-16,8083722.0,218987.0,3197539.0
2020-10-17,8140579.0,219719.0,3220573.0
2020-10-18,8190150.0,220174.0,3234138.0
2020-10-19,8258130.0,220640.0,3272603.0
2020-10-20,8320322.0,221563.0,3295148.0
2020-10-21,8383002.0,222693.0,3323354.0
2020-10-22,8459418.0,223589.0,3353056.0
2020-10-23,8542177.0,224552.0,3375427.0
2020-10-24,8625101.0,225486.0,3406656.0
2020-10-25,8687797.0,225914.0,3422878.0
2020-10-26,8755372.0,226423.0,3460455.0
2020-10-27,8833326.0,227414.0,3487666.0
2020-10-28,8912108.0,228443.0,3518140.0
2020-10-29,9003619.0,229455.0,3554336.0
2020-10-30,9103222.0,230496.0,3578452.0
2020-10-31,9193017.0,231425.0,3612478.0
2020-11-01,9297995.0,231913.0,3630579.0
2020-11-02,9383950.0,232447.0,3674981.0
2020-11-03,9511492.0,234040.0,3705130.0
2020-11-04,9615479.0,235184.0,3743527.0
2020-11-05,9744935.0,236352.0,3781751.0
2020-11-06,9873221.0,237616.0,3810791.0
2020-11-07,10001098.0,238722.0,3851465.0
2020-11-08,10116194.0,239282.0,3881491.0
2020-11-09,10203121.0,240058.0,3928845.0
2020-11-10,10348449.0,241519.0,3961873.0
2020-11-11,10495075.0,243009.0,3997175.0
2020-11-12,10659914.0,244377.0,4051256.0
2020-11-13,10840303.0,245577.0,4095146.0
2020-11-14,11008064.0,246924.0,4148444.0
2020-11-15,11144288.0,247700.0,4174884.0
2020-11-16,11307233.0,248529.0,4244811.0
2020-11-17,11471155.0,250250.0,4293640.0
2020-11-18,11644332.0,252168.0,4350789.0
2020-11-19,11835880.0,254220.0,4410709.0
2020-11-20,12034177.0,256177.0,4457930.0
2020-11-21,12213451.0,257796.0,4529700.0
2020-11-22,12360235.0,258828.0,4526513.0
2020-11-23,12534684.0,259928.0,4633600.0
2020-11-24,12710198.0,262057.0,4696664.0
2020-11-25,12893485.0,264320.0,4835956.0
2020-11-26,13005807.0,265705.0,4871203.0
2020-11-27,13213995.0,267254.0,4947446.0
2020-11-28,13369528.0,268614.0,5023063.0
2020-11-29,13509762.0,269650.0,5065030.0
2020-11-30,13670332.0,270996.0,5146319.0
2020-12-01,13858551.0,273540.0,5226581.0
2020-12-02,14061108.0,276352.0,5322128.0
2020-12-03,14284721.0,279305.0,5404018.0
2020-12-04,14517506.0,282004.0,5470389.0
2020-12-05,14733048.0,284357.0,5576026.0
2020-12-06,14914060.0,285703.0,5624444.0
2020-12-07,15108918.0,287307.0,5714557.0
2020-12-08,15333410.0,289926.0,5786915.0
2020-12-09,15555949.0,293108.0,5889896.0
2020-12-10,15787464.0,296103.0,5985047.0
2020-12-11,16027441.0,299520.0,6135314.0
2020-12-12,16245026.0,301979.0,6246605.0
2020-12-13,16432729.0,303605.0,6298082.0
2020-12-14,16627550.0,305255.0,6399531.0
2020-12-15,16836556.0,308372.0,0.0
2020-12-16,17083256.0,312036.0,0.0
2020-12-17,17322981.0,315535.0,0.0
2020-12-18,17574950.0,318500.0,0.0
2020-12-19,17766856.0,321153.0,0.0
2020-12-20,17954675.0,322867.0,0.0
2020-12-21,18153724.0,324783.0,0.0
2020-12-22,18351735.0,328182.0,0.0
2020-12-23,18581353.0,331606.0,0.0
2020-12-24,18775557.0,334512.0,0.0
2020-12-25,18873203.0,335937.0,0.0
2020-12-26,19099491.0,337821.0,0.0
2020-12-27,19255126.0,339248.0,0.0
2020-12-28,19429760.0,341251.0,0.0
2020-12-29,19630012.0,344882.0,0.0
2020-12-30,19863696.0,348613.0,0.0
2020-12-31,20099363.0,352093.0,0.0
2021-01-01,20252991.0,354242.0,0.0
2021-01-02,20553301.0,356749.0,0.0
2021-01-03,20762047.0,358196.0,0.0
2021-01-04,20946329.0,360288.0,0.0
2021-01-05,21181440.0,364002.0,0.0
2021-01-06,21436884.0,367928.0,0.0
2021-01-07,21715174.0,371913.0,0.0
2021-01-08,22010389.0,376020.0,0.0
2021-01-09,22271084.0,379341.0,0.0
2021-01-10,22484332.0,381340.0,0.0
2021-01-11,22699326.0,383443.0,0.0
2021-01-12,22926246.0,387917.0,0.0
2021-01-13,23156608.0,391946.0,0.0
2021-01-14,23392315.0,395932.0,0.0
2021-01-15,23635046.0,399824.0,0.0
2021-01-16,23836726.0,403228.0,0.0
2021-01-17,24014508.0,405125.0,0.0
2021-01-18,24157924.0,406660.0,0.0
2021-01-19,24334630.0,409392.0,0.0
2021-01-20,24517866.0,413800.0,0.0
2021-01-21,24711684.0,418004.0,0.0
2021-01-22,24902437.0,421849.0,0.0
2021-01-23,25073050.0,425194.0,0.0
2021-01-24,25204112.0,427093.0,0.0
2021-01-25,25356081.0,429066.0,0.0
2021-01-26,25503621.0,433073.0,0.0
2021-01-27,25657566.0,437033.0,0.0
2021-01-28,25826176.0,441070.0,0.0
2021-01-29,25992744.0,444704.0,0.0
2021-01-30,26135056.0,447490.0,0.0
2021-01-31,26247053.0,449341.0,0.0
2021-02-01,26382255.0,451408.0,0.0
2021-02-02,26497588.0,454837.0,0.0
2021-02-03,26619229.0,458743.0,0.0
2021-02-04,26743204.0,462479.0,0.0
2021-02-05,26877601.0,466167.0,0.0
2021-02-06,26981588.0,468808.0,0.0
2021-02-07,27071236.0,470244.0,0.0
2021-02-08,27161551.0,471861.0,0.0
2021-02-09,27257183.0,474935.0,0.0
2021-02-10,27352360.0,478245.0,0.0
2021-02-11,27458120.0,481452.0,0.0
2021-02-12,27557758.0,484381.0,0.0
2021-02-13,27644880.0,486579.0,0.0
2021-02-14,27709901.0,487740.0,0.0
2021-02-15,27764087.0,488698.0,0.0
2021-02-16,27826806.0,490446.0,0.0
2021-02-17,27896924.0,492851.0,0.0
2021-02-18,27966848.0,495370.0,0.0
2021-02-19,28046145.0,498001.0,0.0
2021-02-20,28117670.0,499819.0,0.0
2021-02-21,28174750.0,501066.0,0.0
2021-02-22,28230970.0,502389.0,0.0
2021-02-23,28303233.0,504663.0,0.0
2021-02-24,28377965.0,507841.0,0.0
2021-02-25,28455466.0,510287.0,0.0
2021-02-26,28532812.0,512355.0,0.0
2021-02-27,28597387.0,513870.0,0.0
2021-02-28,28648744.0,514964.0,0.0
2021-03-01,28706973.0,516483.0,0.0
2021-03-02,28764033.0,518433.0,0.0
2021-03-03,28831226.0,520924.0,0.0
2021-03-04,28899277.0,522862.0,0.0
2021-03-05,28965728.0,524647.0,0.0
2021-03-06,29023931.0,526153.0,0.0
2021-03-07,29064938.0,526851.0,0.0
2021-03-08,29109974.0,527591.0,0.0
2021-03-09,29167616.0,529398.0,0.0
2021-03-10,29225536.0,530969.0,0.0
2021-03-11,29288010.0,532536.0,0.0
2021-03-12,29349533.0,534106.0,0.0
2021-03-13,29402465.0,535102.0,0.0
2021-03-14,29440686.0,535682.0,0.0
2021-03-15,29497352.0,536438.0,0.0
2021-03-16,29551309.0,537615.0,0.0
2021-03-17,29610445.0,538847.0,0.0
2021-03-18,29670983.0,540511.0,0.0
2021-03-19,29732612.0,541658.0,0.0
2021-03-20,29787986.0,542400.0,0.0
2021-03-21,29821754.0,542839.0,0.0
2021-03-22,29873347.0,543558.0,0.0
2021-03-23,29926950.0,544434.0,0.0
2021-03-24,30013910.0,545946.0,0.0
2021-03-25,30081375.0,547356.0,0.0
2021-03-26,30158696.0,548507.0,0.0
2021-03-27,30221396.0,549294.0,0.0
2021-03-28,30264493.0,549816.0,0.0
2021-03-29,30333922.0,550525.0,0.0
2021-03-30,30395171.0,551407.0,0.0
2021-03-31,30462210.0,552495.0,0.0
2021-04-01,30541255.0,553570.0,0.0
2021-04-02,30611086.0,554520.0,0.0
2021-04-03,30674153.0,555254.0,0.0
2021-04-04,30709125.0,555543.0,0.0
2021-04-05,30786804.0,556056.0,0.0
2021-04-06,30847348.0,556910.0,0.0
2021-04-07,30922386.0,559496.0,0.0
2021-04-08,31002264.0,560508.0,0.0
2021-04-09,31084962.0,561388.0,0.0
2021-04-10,31151497.0,562101.0,0.0
2021-04-11,31197877.0,562390.0,0.0
2021-04-12,31268107.0,562861.0,0.0
2021-04-13,31345985.0,563688.0,0.0
2021-04-14,31421360.0,564646.0,0.0
2021-04-15,31495649.0,565539.0,0.0
2021-04-16,31575640.0,566405.0,0.0
2021-04-17,31628013.0,567086.0,0.0
2021-04-18,31670031.0,567404.0,0.0
2021-04-19,31737964.0,567886.0,0.0
2021-04-20,31799237.0,568711.0,0.0
2021-04-21,31862094.0,569555.0,0.0
2021-04-22,31929351.0,570499.0,0.0
2021-04-23,31991750.0,571263.0,0.0
2021-04-24,32045113.0,571987.0,0.0
2021-04-25,32077178.0,572266.0,0.0
2021-04-26,32124869.0,572740.0,0.0
2021-04-27,32175725.0,573381.0,0.0
2021-04-28,32230850.0,574340.0,0.0
2021-04-29,32289049.0,575194.0,0.0
2021-04-30,32346971.0,576232.0,0.0
2021-05-01,32392274.0,576722.0,0.0
2021-05-02,32421534.0,577045.0,0.0
